prompt_ID,prompt,source,prompt_no,generated_no_Llama3B,generated_no_Llama3B
0,And he still had not solved the problem of roping.,mnli,Og han hadde fortsatt ikke løst problemet med roping.,..... men det var ikke noe problem.... og det er ikke noe problem for meg å gjøre det.... det er ikke noe annet sted i verden.... så jeg vil ikke anbefale det til noen....,..... Men det var inga problem.... och det är inga problem för mig att göra det .... Det finns ingen annan plats i världen ... Så jag skulle inte rekommendera det till någon ....,0.023788974,0.0010538101,0.0034777985,0.0103248935,0.0127903465,0.006757513
1,Abbey wanted to take a vacation with her husband. They were pretty poor and couldn't afford one. One day she heard about low-key internet loans.,roc,Abbey ønsket å ta en ferie med mannen sin. De var ganske fattige og hadde ikke råd til en. En dag hørte hun om lavmælte internettlån.,"«Da jeg kom til Norge, hadde jeg ikke noe annet valg enn å bli i Norge, sier hun. – Jeg har ikke noe valg, jeg har ikke noe valg. 19.01.2019 2019 Familie, samliv og seksualitet »","– När jag kom till Norge hade jag inget annat val än att stanna i Norge, säger hon. ""Jag har inget val, jag har inget val. 19.01.2019 2019 Familj, relationer och sexualitet »",0.0154562555,0.0015735626,0.009767435,0.008424882,0.018802373,0.007068211
2,Hanson was surprised to find that there was a highly developed logic to it.,mnli,Hanson ble overrasket over å finne at det var en høyt utviklet logikk for den.,"12. feb 2017 12.10.2017. 1.10. 1.20. 0. 0, 0. 10. 20. 30. 40. 50. 60. 70. 80. 90. 120. 130. 140. 150.","12. februari 2017 12.10.2017. 1.10. 1.20. 0. 0, 0. 10. 20. 30. 40. 50. 60. 70. 80. 90. 120. 130. 140. 150.",0.035691574,0.0032806396,0.008509507,0.012072904,0.024062896,0.012854968
3,"Luckily, he took it for granted that I had only just come upon the scene.",mnli,Heldigvis tok han det for gitt at jeg nettopp hadde kommet til stedet.,😉⁠⠀ ⁠ ⠀⠀ 😊⁠⁠ 🙏⁠⚠⠀⁠,😉⁠⠀ ⁠ ⠀⠀ 😊⁠⁠ 🙏⁠⚠⠀⁠,0,0,0,0,0,0
4,"I was chagrined, and I guess I showed it.",mnli,"Jeg ble lei meg, og jeg viste det vel.",20.01.2019 2019 Kropp og helse 12 12.02.2018 20 000 1000 2000 3000 4000 5000 6000 7000 8000 9000,20.01.2019 2019 Kropp och hälsa 12 12.02.2018 20 000 1000 2000 3000 4000 5000 6000 7000 8000 9000,0.0055918973,0.0006246567,0.0018868907,0.006059367,0.010365041,0.006220264
5,Tom wanted to go to the bars with friends. They all wanted to go to different downtown bars. Tom asked them all to meet him at a specific one.,roc,Tom ønsket å gå på barene med venner. De ønsket alle å gå til forskjellige barer i sentrum. Tom ba dem alle om å møte ham på en bestemt en.,2. okt 2017 100 gratis datingside i filippinene - online dating nettsteder punjab. 100 prosent gratis online dating nettsteder i sør-afrika - online dating nettsteder sacramento gratis online dating nettsteder 2014.,"Okt 2, 2017 100 Gratis Dating Site i Filippinerna - Online Dating Sites Punjab. 100 procent gratis online dating webbplatser i Sydafrika - Online dating webbplatser Sacramento Gratis Online Dating webbplatser 2014.",2.0616195e-05,3.3155084e-06,9.972078e-06,0.0047070193,0.0074916617,0.005191126
6,Ben and Stan were playing baseball in their backyard. Stan aggressively hit the ball when it was thrown at him. The ball flew into the neighbor's window.,roc,Ben og Stan spilte baseball i bakgården deres. Stan slo ballen aggressivt da den ble kastet mot ham. Ballen fløy inn vinduet til naboen.,"Ballen gikk i stolpen og ut. Ballen ble slått inn i feltet. Ballen gikk via stolpen og i stolpen. Ballen gikk over stolpen og ut til corner. Ballen gikk ut i feltet, men keeperen var ikke i nærheten av å få ballen i mål.","Bollen gick i stolpen och ut. Bollen slogs in i fältet. Bollen gick genom stolpen och in i stolpen. Bollen gick över stolpen och ut till hörna. Bollen gick ut på planen, men målvakten var inte i närheten av att få bollen i mål.",0.009550206,0.0005507469,0.0011931809,0.007123374,0.011219022,0.0061166976
7,"Jon stared at the head, the scout's tongue lolling out on one side, split like a snake.",mnli,"Jon stirret på hodet, speiderens tunge slynget ut på den ene siden, delt som en slange.","«Da Jesus ble født, kom disiplene til ham og sa til ham: «Herre, jeg sier deg: Sønnen min, jeg har gitt deg en sønn.» (Johannes 11:16) Da Jesus ble født, ble han født.","""När Jesus föddes kom lärjungarna till honom och sade till honom: 'Herre, jag säger dig, min son, jag har gett dig en son.' (Johannes 11:16) När Jesus föddes, föddes han.",0.027913637,0.0013542175,0.011987305,0.010628895,0.013063621,0.006543908
8,Tim was running around. His parents told him to tie his laces. Tim kept ignoring them. He then tripped and busted his chin.,roc,Tim løp rundt. Foreldrene ba ham knyte lissene. Tim fortsatte å ignorere dem. Så snublet han og knuste haken.,"Jesus gikk bort til dem og sa til dem: «Da skal du bli frelst!» (Johannes 11:16-18) Da Jesus ble født, ble han født. (Johannes 21:15-16)","Jesus gick fram till dem och sade till dem: ""Då blir ni frälsta!"" (Joh 11:16-18) När Jesus föddes, föddes han. (Joh 21:15-16)",0.021314176,0.0012397766,0.007954539,0.008652883,0.012004685,0.006848133
9,Wait!' I proffered a square of laminated card and a data-disc.,mnli,Vente!' Jeg tilbød en firkant av laminert kort og en dataplate.,..... men det var ikke noe problem.... og det var ikke noe annet enn å gå inn i det.... men jeg var ikke i stand til å gjøre det... og det er ikke noe problem for meg....,..... Men det var inga problem.... och det fanns inget annat än att gå in i det .... men jag kunde inte göra det ... och det är inget problem för mig ....,0.01646154,0.0011062622,0.0023401144,0.008880884,0.013268576,0.0071199946
10,"If you should find yourself feeling any of these things, it is important that you let someone on staff know as soon as possible.",mnli,"Hvis du skulle finne på å føle noen av disse tingene, er det viktig at du gir beskjed til noen i personalet så snart som mulig.","Slapp av og la barnet få tid til å bli vant til å snakke. Slapp av. Slapp av, og la barnet få lov til å snakke om ting som skjer i barnehagen. Slapp av når barnet er lei seg. Slapp av i barnet.",Koppla av och låt ditt barn tid att vänja sig vid att prata. Slappa. Koppla av och låt ditt barn prata om saker som händer i dagis. Koppla av när barnet är upprörd. Koppla av i barnet.,0.16851899,0.007286072,0.0050687063,0.028942931,0.038655918,0.11769595
11,Sue was used to being popular. Her family decided to move during the middle of the year. She had to start a new school. She was nervous about making friends.,roc,Sue var vant til å være populær. Familien hennes bestemte seg for å flytte i midten av året. Hun måtte begynne på en ny skole. Hun var nervøs for å få venner.,19. des 2017 15.00 - 16.00. 17.00 - - 17.30. 18.00. - 19.00.,19. Från 2017 15.00 - 16.00. 17.00 - - 17.30. 18.00. - 19.00.,0.0031415154,0.00040531158,0.0009526948,0.005375363,0.009186547,0.0060260775
12,"I am acquainted with the details because well, it was I who found her dead.",mnli,"Jeg er kjent med detaljene fordi vel, det var jeg som fant henne død.","19.01.2017, 20:59 · 0 kommentarer. 11.01.18, 0 kommentarer. Hei, jeg er en jente på 20 år som har hatt en kjæreste i 1 år nå.","19.01.2017, 20:59 · 0 kommentarer. 11.01.18, 0 kommentarer. Hej, jag är en tjej på 20 år som har haft en pojkvän i 1 år nu.",0.022256956,0.0018501282,0.0075845607,0.010020891,0.020373698,0.008867673
13,My coworker's boyfriend had heart trouble. One day his son took him to Fenway Park for a ball game. He could not climb up the stairs to his seat.,roc,Kjæresten til kollegaen min hadde hjerteproblemer. En dag tok sønnen ham med til Fenway Park for en ballkamp. Han kunne ikke klatre opp trappene til setet sitt.,"Heldigvis var det ikke noe problem for ham å komme seg ut av bilen. Heldigvis var det bare noen få minutter til jeg kom meg på beina igjen, og da var det bare å ta beina fatt og ta fatt på den lange veien hjem igjen, sier hun.","Lyckligtvis var det inga problem för honom att komma ut ur bilen. Lyckligtvis tog det bara några minuter innan jag kom på fötter igen, och då var det bara att komma på fötter och börja den långa vägen hem, säger hon.",0.017215505,0.0010347366,0.0023031165,0.008424882,0.012175481,0.008375733
14,Carlos got a new book. He started to read it. He wanted to read only a hundred pages. Carlos ended up reading the whole day.,roc,Carlos fikk en ny bok. Han begynte å lese den. Han ville bare lese hundre sider. Carlos endte opp med å lese hele dagen.,"22. nov 2017 25.01.2017, 0,50, 1,50, -0,50. 25.10.2016, 0,40, -0.00.","22. nov 2017 25.01.2017, 0,50, 1,50, -0,50. 25.10.2016, 0,40, -0.00.",0.011183795,0.0010681152,0.00258985,0.0071043735,0.013302735,0.0074306927
15,The road was very slippery when the car hit the lamppost. The nearby residents all came out to see what happened.,roc,Veien var svært glatt da bilen traff lyktestolpen. De nærliggende beboerne kom alle ut for å se hva som skjedde.,"Beboere i området ble bedt om å holde seg innendørs, men det var ingen som kom til skade. Beboere som var ute av stand til å ta seg inn i bygget, ble oppfordret til å holde seg innendørs. Beboerne ble bedt om å ta seg sammen.","Boende i området uppmanades att stanna inomhus, men ingen skadades. Boende som inte kunde komma in i byggnaden uppmanades att stanna inomhus. Invånarna ombads att ta sig samman.",0.013508516,0.0006532669,0.0024788564,0.008006879,0.00950252,0.007094103
16,Tom added a girl randomly on Facebook. She messaged him asking why. They wound up talking for a while. Soon they decided to go on a date.,roc,Tom la til en jente tilfeldig på Facebook. Hun sendte en melding til ham og spurte hvorfor. De endte opp med å snakke en stund. Snart bestemte de seg for å gå på date.,20. mar 2017 20 år gamle dating 16 år gammel 2013. 20 år gammel dating 16 og 17 år gamle dating 21 år gammel 21 og 22 år gamle dating 30 år gammel 22 og 23 år gamle dating 40 år gamle dating råd 23 og 24 år gamle dating råd. 24 og 25 år,"Mar 20, 2017 20 år gammal dejting 16 år gammal 2013. 20 år gammal dejting 16 och 17 år gammal dejting 21 år gammal 21 och 22 år gammal dejting 30 år gammal, 22 och 23 år gammal dejting, 40 år gammal dejting råd, 23 och 24 år gammal dating råd. 24 och 25 år",0.00065971824,0.000218153,0.000271703,0.0049858605,0.00858876,0.005254186
17,Fred had to go to a wedding. He got his black shoes out. Unfortunately his shoes were all dusty. He had to polish them.,roc,Fred måtte i bryllup. Han fikk frem de svarte skoene sine. Dessverre var skoene hans helt støvete. Han måtte pusse dem.,"19.01.2017, 09:00, DNB Cup 4/Statkraft Junior Cup 3, Markane, beste dating app i norge kryssord 19. aug 2017","19.01.2017, 09:00, DNB Cup 4/Statkraft Junior Cup 3, Markane, bästa dejtingappen i Norge korsord 19 Augusti 2017",5.2031348e-05,9.350479e-06,2.5725072e-05,0.0047231247,0.0075938725,0.005194843
18,"Tuppence quelled him with a stern glance, and stepped inside.",mnli,Tuppence stilte ham med et strengt blikk og gikk inn.,22. nov 2017 100 gratis dating nettsteder i filippinene - online dating nettsteder punjab 100 prosent gratis dating-nettsteder i filippinene. 100 beste dating nettsteder i india ·,"Nov 22, 2017 100 gratis dejtingsajter i Filippinerna - Online Dating Sites Punjab 100 procent gratis dejtingsajter i Filippinerna. 100 bästa dejtingsajter i Indien ·",2.9206276e-05,3.2782555e-06,1.5463947e-05,0.0047101364,0.0074999346,0.0051933764
19,Ernest was watching a ballgame. His favorite team was losing. Ernest sat in his chair cursing at the television. The players suddenly made a great play.,roc,Ernest så på en ballkamp. Favorittlaget hans tapte. Ernest satt i stolen og bannet mot fjernsynet. Spillerne gjorde plutselig et flott spill.,"1-0 til vertene. 2-0 til hjemmelaget. 3-0 til pause. 3-1 til hjemmelaget. 1-1 til pause. 2-2 til pause. 0-1 til pause, 0-2 til pause, 1-2 til pause og 1-1 i mål.","1-0 till värdarna. 2-0 till hemmalaget. 3-0 i halvtid. 3-1 till hemmalaget. 1-1 i halvtid. 2-2 i halvtid. 0-1 i halvtid, 0-2 i halvtid, 1-2 i halvtid och 1-1 i mål.",0.009613037,0.00072956085,0.0015076627,0.006667371,0.010792031,0.0071588317
20,My drive to work started out great. Every traffic light I got to was green. Then something terrible happened. A construction crew blocked a busy intersection and backed up traffic.,roc,Driven min til jobb startet bra. Hvert trafikklys jeg kom til var grønt. Så skjedde det noe forferdelig. Et anleggsmannskap blokkerte et trafikkert veikryss og rygget trafikken.,2000 mennesker ble drept og 20 000 ble skadet. 10000 mennesker mistet livet. 15000 mennesker omkom. 10 500 mennesker ble skadet. 20.000 mennesker druknet.,2 000 människor dödades och 20 000 skadades. 10000 människor miste livet. 15 000 människor dödades. 10 500 personer skadades. 20 000 människor drunknade.,0.20126031,0.011062622,0.017063495,0.024897853,0.03389629,0.2330281
21,Kayla's cat was going crazy. Kayla had just given him a bunch of catnip. The cat ran all over the house and climbed the curtains. He was full of energy!,roc,Katten til Kayla holdt på å bli gal. Kayla hadde nettopp gitt ham en haug med kattemynte. Katten løp over hele huset og klatret opp på gardinene. Han var full av energi!,🤩‍♀️⁠⠀ ⠀⠀ 🤗⁠ ⠀ #happyhappy #happy #tilbakemelding,🤩 ♀️ ⠀ ⠀⠀ ⠀ #happyhappy #happy #tilbakemelding 🤗,0,0,0,0,0,0
22,"Its coat was pure gold, a perfect match to one of the eagles in his money belt.",mnli,"Pelsen var rent gull, en perfekt match med en av ørnene i pengebeltet hans.","Pelsen hans var kort og tynn, og han hadde ikke noe hår på hodet. Pelsen var kort og glatt, og han hadde en lang og tynn kropp. Pelsen var lang og tynn, med en tynn og tynn hud. Pelsen var tynn og glatt, og øynene var gråhvite.","Hans päls var kort och tunn, och han hade inget hår på huvudet. Hans päls var kort och slät, och han hade en lång och tunn kropp. Pälsen var lång och tunn, med en tunn och tunn hud. Pälsen var tunn och slät och ögonen var gråvita.",0.04785245,0.0029754639,0.024198212,0.020901557,0.028093686,0.009903334
23,"I was an awful mug right up to the time I found that photograph of Annette, and realized that she was Jane Finn.",mnli,"Jeg var et forferdelig krus helt til jeg fant det bildet av Annette, og skjønte at hun var Jane Finn.","19.01.2017, 20:00 · 0 kommentarer · Hverdag. 20.10.2016, 0 kommentarer. 0 kommentarer. Hei, jeg er en jente på 20 år som har hatt en kjæreste i 3 år nå.","19.01.2017, 20:00 · 0 kommentarer · Vardag. 20.10.2016, 0 kommentarer. 0 kommentarer. Hej, jag är en tjej på 20 år som har haft en pojkvän i 3 år nu.",0.0023875516,0.00029087067,0.0009896926,0.005470364,0.009203627,0.005603722
24,"Vince began school today. After class, he went to the bookstore to purchase his textbooks. Since he spent all of his money, he couldn't eat lunch.",roc,"Vince begynte på skolen i dag. Etter timen dro han til bokhandelen for å kjøpe lærebøkene sine. Siden han brukte alle pengene sine, kunne han ikke spise lunsj.","Akkurat som han alltid har gjort det, har han alltid hatt en drøm om å bli forfatter, og han har alltid vært interessert i å lære mer om hvordan man skal oppføre seg overfor andre mennesker, og hvordan man skal være en god forelder for sine barn.","Precis som han alltid har haft en dröm om att bli författare, och han har alltid varit intresserad av att lära sig mer om hur man beter sig mot andra människor och hur man är en bra förälder till sina barn.",0.008419261,0.00039815903,0.0019423875,0.007968879,0.010228404,0.005928984
25,But where they came from doesn't matter as much as why Helms chose to use them the way he did.,mnli,"Men der de kom fra, betyr ikke det så mye som hvorfor Helms valgte å bruke dem slik han gjorde.",1910-1912. 1920-1929. 1930-1930. 1940-1940. 1. 1950-1950. 1 1960-1960. 2000-1970. 2 1970-1980. 3 19,1910-1912. 1920-1929. 1930-1930. 1940-1940. 1. 1950-1950. 1 1960-1960. 2000-1970. 2 1970-1980. 3 19,0,0,0,0,0,0
26,Don wanted to surprise his wife Jen for her birthday. Don spent weeks tracking down her old school friends. He was able to talk to many of them.,roc,Don ønsket å overraske kona Jen til bursdagen hennes. Don brukte uker på å spore opp sine gamle skolevenner. Han var i stand til å snakke med mange av dem.,"20 år senere, i 2011, ble han funnet skyldig i å ha stjålet penger fra en mann som hadde tjent millioner av dollar på å selge falske sedler og falske sedler. 21 år senere ble han dømt til døden.","20 år senare, 2011, dömdes han för att ha stulit pengar från en man som hade tjänat miljontals dollar på att sälja förfalskade sedlar och förfalskade sedlar. 21 år senare dömdes han till döden.",0.14429577,0.0036811829,0.0039957687,0.03158728,0.01846078,0.12689553
27,The wife had been watching too much HGTV. She decided to renovate her kitchen. She ripped down the wallpaper from the walls. She started painting some cabinets.,roc,Kona hadde sett for mye på HGTV. Hun bestemte seg for å pusse opp kjøkkenet sitt. Hun rev ned tapetet fra veggene. Hun begynte å male noen skap.,HGTV. HGTV 19. aug 2017 10.00-12.00. 10.15-13.00. TIRSDAG 19.00-20.00.,HGTV. HGTV 19. Augusti 2017 10.00-12.00. 10.15-13.00. TISDAG 19.00-20.00.,0.0018534941,0.000667572,0.0005225947,0.0052684876,0.0098868115,0.0054062987
28,"They soon found the post office, which was also a sweet and general fancy shop, and knocked at the door of the cottage next to it.",mnli,"De fant snart postkontoret, som også var en søt og generell fancy butikk, og banket på døren til hytta ved siden av.","Siden den gang har jeg vært der, og jeg har vært der flere ganger, og det er alltid like hyggelig å komme tilbake til dette stedet, men det er ikke alltid like lett å vite hva man skal se etter når man er ute og reiser.","Sedan dess har jag varit där, och jag har varit där flera gånger, och det är alltid trevligt att komma tillbaka till denna plats, men det är inte alltid lätt att veta vad man ska leta efter när man reser.",0.013571346,0.00092983246,0.004994711,0.008633883,0.014225035,0.0074436385
29,We were very worried about our finances. We started doing everything we could to make money. We struggled to make ends meet. Somehow we managed to survive.,roc,Vi var veldig bekymret for økonomien vår. Vi begynte å gjøre alt vi kunne for å tjene penger. Vi slet med å få endene til å møtes. På en eller annen måte klarte vi å overleve.,22. nov 2017 2016-01-01. 2015-01-1. 02. 20. 2020-01-2. 03. 2030-02-2. 15. 2040-03-3. 04. 2050-04-04. 0,22. nov 2017 2016-01-01. 2015-01-1. 02. 20. 2020-01-2. 03. 2030-02-2. 15. 2040-03-3. 04. 2050-04-04. 0,0.01834645,0.0019073486,0.005512681,0.008405882,0.017367685,0.009178371
